id,customer_id,building_id,unit_number,postal_code
ADDRESS_000000753,CUSTOMER_000000753,BUILDING_006,A1001,440015
ADDRESS_000000754,CUSTOMER_000000754,BUILDING_001,A703,440015
ADDRESS_000000755,CUSTOMER_000000755,BUILDING_010,A601,560066
ADDRESS_000000756,CUSTOMER_000000756,BUILDING_005,B201,440015
ADDRESS_000000757,CUSTOMER_000000757,BUILDING_005,B201,440015
ADDRESS_000000758,CUSTOMER_000000758,BUILDING_003,C804,440015
ADDRESS_000000759,CUSTOMER_000000759,BUILDING_010,A902,560066
ADDRESS_000000760,CUSTOMER_000000760,BUILDING_003,C504,440015
ADDRESS_000000761,CUSTOMER_000000761,BUILDING_002,B801,440015
ADDRESS_000000762,CUSTOMER_000000762,BUILDING_001,A802,440015
ADDRESS_000000763,CUSTOMER_000000763,BUILDING_006,A1004,440015
ADDRESS_000000764,CUSTOMER_000000764,BUILDING_006,A303,440015
ADDRESS_000000765,CUSTOMER_000000765,BUILDING_006,A404,440015
ADDRESS_000000766,CUSTOMER_000000766,BUILDING_007,A203,440010
ADDRESS_000000767,CUSTOMER_000000767,BUILDING_006,A103,440015
ADDRESS_000000768,CUSTOMER_000000768,BUILDING_002,B204,440015
ADDRESS_000000769,CUSTOMER_000000769,BUILDING_003,C101,440015
ADDRESS_000000770,CUSTOMER_000000770,BUILDING_010,A1004,560066
ADDRESS_000000771,CUSTOMER_000000771,BUILDING_005,B304,440015
ADDRESS_000000772,CUSTOMER_000000772,BUILDING_008,A403,411038
ADDRESS_000000773,CUSTOMER_000000773,BUILDING_006,A104,440015
ADDRESS_000000774,CUSTOMER_000000774,BUILDING_005,B602,440015
ADDRESS_000000775,CUSTOMER_000000775,BUILDING_010,A903,560066
ADDRESS_000000776,CUSTOMER_000000776,BUILDING_005,B404,440015
ADDRESS_000000777,CUSTOMER_000000777,BUILDING_008,A302,411038
ADDRESS_000000778,CUSTOMER_000000778,BUILDING_003,C604,440015
ADDRESS_000000779,CUSTOMER_000000779,BUILDING_010,A702,560066
ADDRESS_000000780,CUSTOMER_000000780,BUILDING_001,A603,440015
ADDRESS_000000781,CUSTOMER_000000781,BUILDING_008,A504,411038
ADDRESS_000000782,CUSTOMER_000000782,BUILDING_008,A103,411038
ADDRESS_000000783,CUSTOMER_000000783,BUILDING_003,C302,440015
ADDRESS_000000784,CUSTOMER_000000784,BUILDING_007,A202,440010
ADDRESS_000000785,CUSTOMER_000000785,BUILDING_003,C702,440015
ADDRESS_000000786,CUSTOMER_000000786,BUILDING_010,A204,560066
ADDRESS_000000787,CUSTOMER_000000787,BUILDING_006,A702,440015
ADDRESS_000000788,CUSTOMER_000000788,BUILDING_001,A103,440015
ADDRESS_000000789,CUSTOMER_000000789,BUILDING_009,A102,380009
ADDRESS_000000790,CUSTOMER_000000790,BUILDING_004,A302,440015
ADDRESS_000000791,CUSTOMER_000000791,BUILDING_001,A102,440015
ADDRESS_000000792,CUSTOMER_000000792,BUILDING_010,A801,560066
ADDRESS_000000793,CUSTOMER_000000793,BUILDING_003,C201,440015
ADDRESS_000000794,CUSTOMER_000000794,BUILDING_005,B504,440015
ADDRESS_000000795,CUSTOMER_000000795,BUILDING_004,A603,440015
ADDRESS_000000796,CUSTOMER_000000796,BUILDING_004,A101,440015
ADDRESS_000000797,CUSTOMER_000000797,BUILDING_001,A703,440015
ADDRESS_000000798,CUSTOMER_000000798,BUILDING_003,C803,440015
ADDRESS_000000799,CUSTOMER_000000799,BUILDING_004,A502,440015
ADDRESS_000000800,CUSTOMER_000000800,BUILDING_010,A1102,560066
ADDRESS_000000801,CUSTOMER_000000801,BUILDING_010,A902,560066
ADDRESS_000000802,CUSTOMER_000000801,BUILDING_007,A401,440010
ADDRESS_000000803,CUSTOMER_000000802,BUILDING_009,A704,380009
ADDRESS_000000804,CUSTOMER_000000802,BUILDING_003,C104,440015
ADDRESS_000000805,CUSTOMER_000000803,BUILDING_003,C102,440015
ADDRESS_000000806,CUSTOMER_000000803,BUILDING_007,A904,440010
ADDRESS_000000807,CUSTOMER_000000804,BUILDING_004,A501,440015
ADDRESS_000000808,CUSTOMER_000000804,BUILDING_005,B304,440015
ADDRESS_000000809,CUSTOMER_000000805,BUILDING_006,A302,440015
ADDRESS_000000810,CUSTOMER_000000805,BUILDING_005,B602,440015
ADDRESS_000000811,CUSTOMER_000000806,BUILDING_002,B702,440015
ADDRESS_000000812,CUSTOMER_000000806,BUILDING_003,C103,440015
ADDRESS_000000813,CUSTOMER_000000807,BUILDING_005,B601,440015
ADDRESS_000000814,CUSTOMER_000000807,BUILDING_008,A503,411038
ADDRESS_000000815,CUSTOMER_000000808,BUILDING_009,A803,380009
ADDRESS_000000816,CUSTOMER_000000808,BUILDING_002,B602,440015
ADDRESS_000000817,CUSTOMER_000000809,BUILDING_005,B403,440015
ADDRESS_000000818,CUSTOMER_000000809,BUILDING_008,A404,411038
ADDRESS_000000819,CUSTOMER_000000810,BUILDING_003,C304,440015
ADDRESS_000000820,CUSTOMER_000000810,BUILDING_003,C801,440015
ADDRESS_000000821,CUSTOMER_000000811,BUILDING_001,A504,440015
ADDRESS_000000822,CUSTOMER_000000811,BUILDING_002,B501,440015
ADDRESS_000000823,CUSTOMER_000000812,BUILDING_004,A602,440015
ADDRESS_000000824,CUSTOMER_000000812,BUILDING_005,B102,440015
ADDRESS_000000825,CUSTOMER_000000813,BUILDING_003,C203,440015
ADDRESS_000000826,CUSTOMER_000000813,BUILDING_008,A201,411038
ADDRESS_000000827,CUSTOMER_000000814,BUILDING_008,A103,411038
ADDRESS_000000828,CUSTOMER_000000814,BUILDING_005,B201,440015
ADDRESS_000000829,CUSTOMER_000000815,BUILDING_004,A103,440015
ADDRESS_000000830,CUSTOMER_000000815,BUILDING_010,A302,560066
ADDRESS_000000831,CUSTOMER_000000816,BUILDING_008,A704,411038
ADDRESS_000000832,CUSTOMER_000000816,BUILDING_003,C102,440015
ADDRESS_000000833,CUSTOMER_000000817,BUILDING_009,A304,380009
ADDRESS_000000834,CUSTOMER_000000817,BUILDING_006,A301,440015
ADDRESS_000000835,CUSTOMER_000000818,BUILDING_001,A203,440015
ADDRESS_000000836,CUSTOMER_000000818,BUILDING_006,A101,440015
ADDRESS_000000837,CUSTOMER_000000819,BUILDING_006,A302,440015
ADDRESS_000000838,CUSTOMER_000000819,BUILDING_004,A403,440015
ADDRESS_000000839,CUSTOMER_000000820,BUILDING_010,A502,560066
ADDRESS_000000840,CUSTOMER_000000820,BUILDING_002,B302,440015
ADDRESS_000000841,CUSTOMER_000000821,BUILDING_004,A203,440015
ADDRESS_000000842,CUSTOMER_000000821,BUILDING_002,B301,440015
ADDRESS_000000843,CUSTOMER_000000822,BUILDING_005,B503,440015
ADDRESS_000000844,CUSTOMER_000000822,BUILDING_004,A402,440015
ADDRESS_000000845,CUSTOMER_000000823,BUILDING_001,A503,440015
ADDRESS_000000846,CUSTOMER_000000823,BUILDING_005,B604,440015
ADDRESS_000000847,CUSTOMER_000000824,BUILDING_002,B501,440015
ADDRESS_000000848,CUSTOMER_000000824,BUILDING_009,A301,380009
ADDRESS_000000849,CUSTOMER_000000825,BUILDING_009,A902,380009
ADDRESS_000000850,CUSTOMER_000000825,BUILDING_004,A403,440015
ADDRESS_000000851,CUSTOMER_000000826,BUILDING_007,A204,440010
ADDRESS_000000852,CUSTOMER_000000826,BUILDING_008,A801,411038
ADDRESS_000000853,CUSTOMER_000000827,BUILDING_009,A501,380009
ADDRESS_000000854,CUSTOMER_000000827,BUILDING_006,A503,440015
ADDRESS_000000855,CUSTOMER_000000828,BUILDING_005,B101,440015
ADDRESS_000000856,CUSTOMER_000000828,BUILDING_009,A801,380009
ADDRESS_000000857,CUSTOMER_000000829,BUILDING_003,C203,440015
ADDRESS_000000858,CUSTOMER_000000829,BUILDING_008,A303,411038
ADDRESS_000000859,CUSTOMER_000000830,BUILDING_002,B501,440015
ADDRESS_000000860,CUSTOMER_000000830,BUILDING_005,B101,440015
ADDRESS_000000861,CUSTOMER_000000831,BUILDING_008,A701,411038
ADDRESS_000000862,CUSTOMER_000000831,BUILDING_002,B603,440015
ADDRESS_000000863,CUSTOMER_000000832,BUILDING_009,A704,380009
ADDRESS_000000864,CUSTOMER_000000832,BUILDING_001,A201,440015
ADDRESS_000000865,CUSTOMER_000000833,BUILDING_001,A202,440015
ADDRESS_000000866,CUSTOMER_000000833,BUILDING_001,A803,440015
ADDRESS_000000867,CUSTOMER_000000834,BUILDING_005,B603,440015
ADDRESS_000000868,CUSTOMER_000000834,BUILDING_006,A102,440015
ADDRESS_000000869,CUSTOMER_000000835,BUILDING_002,B703,440015
ADDRESS_000000870,CUSTOMER_000000835,BUILDING_009,A803,380009
ADDRESS_000000871,CUSTOMER_000000836,BUILDING_007,A404,440010
ADDRESS_000000872,CUSTOMER_000000836,BUILDING_002,B804,440015
ADDRESS_000000873,CUSTOMER_000000837,BUILDING_002,B501,440015
ADDRESS_000000874,CUSTOMER_000000837,BUILDING_009,A102,380009
ADDRESS_000000875,CUSTOMER_000000838,BUILDING_010,A1101,560066
ADDRESS_000000876,CUSTOMER_000000838,BUILDING_005,B303,440015
ADDRESS_000000877,CUSTOMER_000000839,BUILDING_009,A703,380009
ADDRESS_000000878,CUSTOMER_000000839,BUILDING_006,A903,440015
ADDRESS_000000879,CUSTOMER_000000840,BUILDING_007,A902,440010
ADDRESS_000000880,CUSTOMER_000000840,BUILDING_007,A701,440010
ADDRESS_000000881,CUSTOMER_000000841,BUILDING_008,A102,411038
ADDRESS_000000882,CUSTOMER_000000841,BUILDING_004,A601,440015
ADDRESS_000000883,CUSTOMER_000000842,BUILDING_003,C803,440015
ADDRESS_000000884,CUSTOMER_000000842,BUILDING_008,A704,411038
ADDRESS_000000885,CUSTOMER_000000843,BUILDING_008,A402,411038
ADDRESS_000000886,CUSTOMER_000000843,BUILDING_008,A104,411038
ADDRESS_000000887,CUSTOMER_000000844,BUILDING_006,A904,440015
ADDRESS_000000888,CUSTOMER_000000844,BUILDING_001,A302,440015
ADDRESS_000000889,CUSTOMER_000000845,BUILDING_007,A304,440010
ADDRESS_000000890,CUSTOMER_000000845,BUILDING_008,A603,411038
ADDRESS_000000891,CUSTOMER_000000846,BUILDING_004,A602,440015
ADDRESS_000000892,CUSTOMER_000000846,BUILDING_003,C204,440015
ADDRESS_000000893,CUSTOMER_000000847,BUILDING_002,B201,440015
ADDRESS_000000894,CUSTOMER_000000847,BUILDING_001,A402,440015
ADDRESS_000000895,CUSTOMER_000000848,BUILDING_010,A304,560066
ADDRESS_000000896,CUSTOMER_000000848,BUILDING_001,A304,440015
ADDRESS_000000897,CUSTOMER_000000849,BUILDING_001,A501,440015
ADDRESS_000000898,CUSTOMER_000000849,BUILDING_009,A402,380009
ADDRESS_000000899,CUSTOMER_000000850,BUILDING_005,B404,440015
ADDRESS_000000900,CUSTOMER_000000850,BUILDING_001,A304,440015
ADDRESS_000000901,CUSTOMER_000000851,BUILDING_009,A304,380009
ADDRESS_000000902,CUSTOMER_000000851,BUILDING_001,A104,440015
ADDRESS_000000903,CUSTOMER_000000852,BUILDING_010,A501,560066
ADDRESS_000000904,CUSTOMER_000000852,BUILDING_009,A403,380009
ADDRESS_000000905,CUSTOMER_000000853,BUILDING_002,B304,440015
ADDRESS_000000906,CUSTOMER_000000853,BUILDING_003,C603,440015
ADDRESS_000000907,CUSTOMER_000000854,BUILDING_001,A202,440015
ADDRESS_000000908,CUSTOMER_000000854,BUILDING_006,A801,440015
ADDRESS_000000909,CUSTOMER_000000855,BUILDING_007,A1101,440010
ADDRESS_000000910,CUSTOMER_000000855,BUILDING_005,B104,440015
ADDRESS_000000911,CUSTOMER_000000856,BUILDING_001,A501,440015
ADDRESS_000000912,CUSTOMER_000000856,BUILDING_007,A302,440010
ADDRESS_000000913,CUSTOMER_000000857,BUILDING_010,A1303,560066
ADDRESS_000000914,CUSTOMER_000000857,BUILDING_001,A502,440015
ADDRESS_000000915,CUSTOMER_000000858,BUILDING_003,C401,440015
ADDRESS_000000916,CUSTOMER_000000858,BUILDING_003,C402,440015
ADDRESS_000000917,CUSTOMER_000000859,BUILDING_002,B801,440015
ADDRESS_000000918,CUSTOMER_000000859,BUILDING_006,A401,440015
ADDRESS_000000919,CUSTOMER_000000860,BUILDING_004,A404,440015
ADDRESS_000000920,CUSTOMER_000000860,BUILDING_001,A803,440015
ADDRESS_000000921,CUSTOMER_000000861,BUILDING_002,B301,440015
ADDRESS_000000922,CUSTOMER_000000861,BUILDING_005,B602,440015
ADDRESS_000000923,CUSTOMER_000000862,BUILDING_007,A304,440010
ADDRESS_000000924,CUSTOMER_000000862,BUILDING_005,B103,440015
ADDRESS_000000925,CUSTOMER_000000863,BUILDING_002,B303,440015
ADDRESS_000000926,CUSTOMER_000000863,BUILDING_009,A904,380009
ADDRESS_000000927,CUSTOMER_000000864,BUILDING_003,C701,440015
ADDRESS_000000928,CUSTOMER_000000864,BUILDING_001,A702,440015
ADDRESS_000000929,CUSTOMER_000000865,BUILDING_007,A201,440010
ADDRESS_000000930,CUSTOMER_000000865,BUILDING_007,A903,440010
ADDRESS_000000931,CUSTOMER_000000866,BUILDING_001,A604,440015
ADDRESS_000000932,CUSTOMER_000000866,BUILDING_008,A102,411038
ADDRESS_000000933,CUSTOMER_000000867,BUILDING_005,B102,440015
ADDRESS_000000934,CUSTOMER_000000867,BUILDING_001,A602,440015
ADDRESS_000000935,CUSTOMER_000000868,BUILDING_010,A703,560066
ADDRESS_000000936,CUSTOMER_000000868,BUILDING_010,A1301,560066
ADDRESS_000000937,CUSTOMER_000000869,BUILDING_009,A202,380009
ADDRESS_000000938,CUSTOMER_000000869,BUILDING_009,A504,380009
ADDRESS_000000939,CUSTOMER_000000870,BUILDING_007,A904,440010
ADDRESS_000000940,CUSTOMER_000000870,BUILDING_004,A602,440015
ADDRESS_000000941,CUSTOMER_000000871,BUILDING_008,A802,411038
ADDRESS_000000942,CUSTOMER_000000871,BUILDING_010,A604,560066
ADDRESS_000000943,CUSTOMER_000000872,BUILDING_010,A202,560066
ADDRESS_000000944,CUSTOMER_000000872,BUILDING_007,A704,440010
ADDRESS_000000945,CUSTOMER_000000873,BUILDING_010,A1304,560066
ADDRESS_000000946,CUSTOMER_000000873,BUILDING_010,A704,560066
ADDRESS_000000947,CUSTOMER_000000874,BUILDING_006,A702,440015
ADDRESS_000000948,CUSTOMER_000000874,BUILDING_004,A302,440015
ADDRESS_000000949,CUSTOMER_000000875,BUILDING_007,A403,440010
ADDRESS_000000950,CUSTOMER_000000875,BUILDING_006,A401,440015
ADDRESS_000000951,CUSTOMER_000000876,BUILDING_003,C802,440015
ADDRESS_000000952,CUSTOMER_000000876,BUILDING_010,A203,560066
ADDRESS_000000953,CUSTOMER_000000877,BUILDING_008,A403,411038
ADDRESS_000000954,CUSTOMER_000000877,BUILDING_006,A101,440015
ADDRESS_000000955,CUSTOMER_000000878,BUILDING_010,A1404,560066
ADDRESS_000000956,CUSTOMER_000000878,BUILDING_001,A703,440015
ADDRESS_000000957,CUSTOMER_000000879,BUILDING_009,A404,380009
ADDRESS_000000958,CUSTOMER_000000879,BUILDING_004,A104,440015
ADDRESS_000000959,CUSTOMER_000000880,BUILDING_008,A402,411038
ADDRESS_000000960,CUSTOMER_000000880,BUILDING_001,A501,440015
ADDRESS_000000961,CUSTOMER_000000881,BUILDING_002,B103,440015
ADDRESS_000000962,CUSTOMER_000000881,BUILDING_005,B303,440015
ADDRESS_000000963,CUSTOMER_000000882,BUILDING_005,B403,440015
ADDRESS_000000964,CUSTOMER_000000882,BUILDING_003,C701,440015
ADDRESS_000000965,CUSTOMER_000000883,BUILDING_008,A203,411038
ADDRESS_000000966,CUSTOMER_000000883,BUILDING_007,A704,440010
ADDRESS_000000967,CUSTOMER_000000884,BUILDING_010,A1401,560066
ADDRESS_000000968,CUSTOMER_000000884,BUILDING_008,A201,411038
ADDRESS_000000969,CUSTOMER_000000885,BUILDING_007,A303,440010
ADDRESS_000000970,CUSTOMER_000000885,BUILDING_004,A601,440015
ADDRESS_000000971,CUSTOMER_000000886,BUILDING_006,A501,440015
ADDRESS_000000972,CUSTOMER_000000886,BUILDING_004,A203,440015
ADDRESS_000000973,CUSTOMER_000000887,BUILDING_006,A302,440015
ADDRESS_000000974,CUSTOMER_000000887,BUILDING_002,B402,440015
ADDRESS_000000975,CUSTOMER_000000888,BUILDING_006,A603,440015
ADDRESS_000000976,CUSTOMER_000000888,BUILDING_008,A103,411038
ADDRESS_000000977,CUSTOMER_000000889,BUILDING_006,A404,440015
ADDRESS_000000978,CUSTOMER_000000889,BUILDING_004,A402,440015
ADDRESS_000000979,CUSTOMER_000000890,BUILDING_001,A104,440015
ADDRESS_000000980,CUSTOMER_000000890,BUILDING_003,C201,440015
ADDRESS_000000981,CUSTOMER_000000891,BUILDING_002,B503,440015
ADDRESS_000000982,CUSTOMER_000000891,BUILDING_006,A203,440015
ADDRESS_000000983,CUSTOMER_000000892,BUILDING_004,A304,440015
ADDRESS_000000984,CUSTOMER_000000892,BUILDING_008,A602,411038
ADDRESS_000000985,CUSTOMER_000000893,BUILDING_006,A402,440015
ADDRESS_000000986,CUSTOMER_000000893,BUILDING_008,A203,411038
ADDRESS_000000987,CUSTOMER_000000894,BUILDING_002,B802,440015
ADDRESS_000000988,CUSTOMER_000000894,BUILDING_007,A1104,440010
ADDRESS_000000989,CUSTOMER_000000895,BUILDING_007,A703,440010
ADDRESS_000000990,CUSTOMER_000000895,BUILDING_004,A602,440015
ADDRESS_000000991,CUSTOMER_000000896,BUILDING_009,A504,380009
ADDRESS_000000992,CUSTOMER_000000896,BUILDING_003,C304,440015
ADDRESS_000000993,CUSTOMER_000000897,BUILDING_003,C602,440015
ADDRESS_000000994,CUSTOMER_000000897,BUILDING_007,A803,440010
ADDRESS_000000995,CUSTOMER_000000898,BUILDING_010,A1404,560066
ADDRESS_000000996,CUSTOMER_000000898,BUILDING_003,C501,440015
ADDRESS_000000997,CUSTOMER_000000899,BUILDING_004,A301,440015
ADDRESS_000000998,CUSTOMER_000000899,BUILDING_006,A201,440015
ADDRESS_000000999,CUSTOMER_000000900,BUILDING_004,A602,440015
ADDRESS_000001000,CUSTOMER_000000900,BUILDING_004,A301,440015
ADDRESS_000001001,CUSTOMER_000000901,BUILDING_007,A1101,440010
ADDRESS_000001002,CUSTOMER_000000901,BUILDING_001,A303,440015
ADDRESS_000001003,CUSTOMER_000000902,BUILDING_001,A504,440015
ADDRESS_000001004,CUSTOMER_000000902,BUILDING_007,A803,440010
ADDRESS_000001005,CUSTOMER_000000903,BUILDING_002,B404,440015
ADDRESS_000001006,CUSTOMER_000000903,BUILDING_007,A302,440010
ADDRESS_000001007,CUSTOMER_000000904,BUILDING_007,A703,440010
ADDRESS_000001008,CUSTOMER_000000904,BUILDING_008,A301,411038
ADDRESS_000001009,CUSTOMER_000000905,BUILDING_008,A704,411038
ADDRESS_000001010,CUSTOMER_000000905,BUILDING_010,A804,560066
ADDRESS_000001011,CUSTOMER_000000906,BUILDING_006,A204,440015
ADDRESS_000001012,CUSTOMER_000000906,BUILDING_008,A702,411038
ADDRESS_000001013,CUSTOMER_000000907,BUILDING_003,C101,440015
ADDRESS_000001014,CUSTOMER_000000907,BUILDING_002,B702,440015
ADDRESS_000001015,CUSTOMER_000000908,BUILDING_008,A602,411038
ADDRESS_000001016,CUSTOMER_000000908,BUILDING_002,B402,440015
ADDRESS_000001017,CUSTOMER_000000909,BUILDING_003,C302,440015
ADDRESS_000001018,CUSTOMER_000000909,BUILDING_004,A203,440015
ADDRESS_000001019,CUSTOMER_000000910,BUILDING_002,B602,440015
ADDRESS_000001020,CUSTOMER_000000910,BUILDING_008,A101,411038
ADDRESS_000001021,CUSTOMER_000000911,BUILDING_002,B302,440015
ADDRESS_000001022,CUSTOMER_000000911,BUILDING_008,A201,411038
ADDRESS_000001023,CUSTOMER_000000912,BUILDING_008,A501,411038
ADDRESS_000001024,CUSTOMER_000000912,BUILDING_006,A1003,440015
ADDRESS_000001025,CUSTOMER_000000913,BUILDING_007,A201,440010
ADDRESS_000001026,CUSTOMER_000000913,BUILDING_003,C403,440015
ADDRESS_000001027,CUSTOMER_000000914,BUILDING_008,A604,411038
ADDRESS_000001028,CUSTOMER_000000914,BUILDING_005,B403,440015
ADDRESS_000001029,CUSTOMER_000000915,BUILDING_006,A402,440015
ADDRESS_000001030,CUSTOMER_000000915,BUILDING_009,A802,380009
ADDRESS_000001031,CUSTOMER_000000916,BUILDING_007,A1101,440010
ADDRESS_000001032,CUSTOMER_000000916,BUILDING_007,A403,440010
ADDRESS_000001033,CUSTOMER_000000917,BUILDING_005,B604,440015
ADDRESS_000001034,CUSTOMER_000000917,BUILDING_009,A603,380009
ADDRESS_000001035,CUSTOMER_000000918,BUILDING_006,A602,440015
ADDRESS_000001036,CUSTOMER_000000918,BUILDING_001,A303,440015
ADDRESS_000001037,CUSTOMER_000000919,BUILDING_003,C801,440015
ADDRESS_000001038,CUSTOMER_000000919,BUILDING_005,B501,440015
ADDRESS_000001039,CUSTOMER_000000920,BUILDING_006,A502,440015
ADDRESS_000001040,CUSTOMER_000000920,BUILDING_002,B501,440015
ADDRESS_000001041,CUSTOMER_000000921,BUILDING_001,A804,440015
ADDRESS_000001042,CUSTOMER_000000921,BUILDING_007,A1102,440010
ADDRESS_000001043,CUSTOMER_000000922,BUILDING_006,A603,440015
ADDRESS_000001044,CUSTOMER_000000922,BUILDING_001,A204,440015
ADDRESS_000001045,CUSTOMER_000000923,BUILDING_004,A503,440015
ADDRESS_000001046,CUSTOMER_000000923,BUILDING_008,A604,411038
ADDRESS_000001047,CUSTOMER_000000924,BUILDING_002,B101,440015
ADDRESS_000001048,CUSTOMER_000000924,BUILDING_006,A1001,440015
ADDRESS_000001049,CUSTOMER_000000925,BUILDING_004,A303,440015
ADDRESS_000001050,CUSTOMER_000000925,BUILDING_007,A802,440010
ADDRESS_000001051,CUSTOMER_000000926,BUILDING_003,C101,440015
ADDRESS_000001052,CUSTOMER_000000926,BUILDING_003,C304,440015
ADDRESS_000001053,CUSTOMER_000000927,BUILDING_005,B501,440015
ADDRESS_000001054,CUSTOMER_000000927,BUILDING_001,A802,440015
ADDRESS_000001055,CUSTOMER_000000928,BUILDING_006,A401,440015
ADDRESS_000001056,CUSTOMER_000000928,BUILDING_005,B601,440015
ADDRESS_000001057,CUSTOMER_000000929,BUILDING_005,B202,440015
ADDRESS_000001058,CUSTOMER_000000929,BUILDING_007,A802,440010
ADDRESS_000001059,CUSTOMER_000000930,BUILDING_008,A403,411038
ADDRESS_000001060,CUSTOMER_000000930,BUILDING_004,A503,440015
ADDRESS_000001061,CUSTOMER_000000931,BUILDING_003,C503,440015
ADDRESS_000001062,CUSTOMER_000000931,BUILDING_003,C202,440015
ADDRESS_000001063,CUSTOMER_000000932,BUILDING_006,A401,440015
ADDRESS_000001064,CUSTOMER_000000932,BUILDING_009,A101,380009
ADDRESS_000001065,CUSTOMER_000000933,BUILDING_005,B202,440015
ADDRESS_000001066,CUSTOMER_000000933,BUILDING_010,A401,560066
ADDRESS_000001067,CUSTOMER_000000934,BUILDING_003,C202,440015
ADDRESS_000001068,CUSTOMER_000000934,BUILDING_003,C504,440015
ADDRESS_000001069,CUSTOMER_000000935,BUILDING_004,A604,440015
ADDRESS_000001070,CUSTOMER_000000935,BUILDING_006,A704,440015
ADDRESS_000001071,CUSTOMER_000000936,BUILDING_005,B303,440015
ADDRESS_000001072,CUSTOMER_000000936,BUILDING_006,A403,440015
ADDRESS_000001073,CUSTOMER_000000937,BUILDING_007,A503,440010
ADDRESS_000001074,CUSTOMER_000000937,BUILDING_004,A303,440015
ADDRESS_000001075,CUSTOMER_000000938,BUILDING_008,A402,411038
ADDRESS_000001076,CUSTOMER_000000938,BUILDING_006,A403,440015
ADDRESS_000001077,CUSTOMER_000000939,BUILDING_009,A1002,380009
ADDRESS_000001078,CUSTOMER_000000939,BUILDING_003,C701,440015
ADDRESS_000001079,CUSTOMER_000000940,BUILDING_004,A502,440015
ADDRESS_000001080,CUSTOMER_000000940,BUILDING_007,A604,440010
ADDRESS_000001081,CUSTOMER_000000941,BUILDING_001,A301,440015
ADDRESS_000001082,CUSTOMER_000000941,BUILDING_008,A204,411038
ADDRESS_000001083,CUSTOMER_000000942,BUILDING_006,A1004,440015
ADDRESS_000001084,CUSTOMER_000000942,BUILDING_008,A104,411038
ADDRESS_000001085,CUSTOMER_000000943,BUILDING_008,A703,411038
ADDRESS_000001086,CUSTOMER_000000943,BUILDING_003,C804,440015
ADDRESS_000001087,CUSTOMER_000000944,BUILDING_005,B604,440015
ADDRESS_000001088,CUSTOMER_000000944,BUILDING_002,B701,440015
ADDRESS_000001089,CUSTOMER_000000945,BUILDING_003,C103,440015
ADDRESS_000001090,CUSTOMER_000000945,BUILDING_007,A1004,440010
ADDRESS_000001091,CUSTOMER_000000946,BUILDING_009,A203,380009
ADDRESS_000001092,CUSTOMER_000000946,BUILDING_002,B504,440015
ADDRESS_000001093,CUSTOMER_000000947,BUILDING_008,A801,411038
ADDRESS_000001094,CUSTOMER_000000947,BUILDING_009,A1003,380009
ADDRESS_000001095,CUSTOMER_000000948,BUILDING_006,A902,440015
ADDRESS_000001096,CUSTOMER_000000948,BUILDING_010,A804,560066
ADDRESS_000001097,CUSTOMER_000000949,BUILDING_009,A403,380009
ADDRESS_000001098,CUSTOMER_000000949,BUILDING_004,A204,440015
ADDRESS_000001099,CUSTOMER_000000950,BUILDING_001,A701,440015
ADDRESS_000001100,CUSTOMER_000000950,BUILDING_001,A602,440015
ADDRESS_000001101,CUSTOMER_000000951,BUILDING_001,A404,440015
ADDRESS_000001102,CUSTOMER_000000951,BUILDING_010,A902,560066
ADDRESS_000001103,CUSTOMER_000000952,BUILDING_005,B203,440015
ADDRESS_000001104,CUSTOMER_000000952,BUILDING_007,A401,440010
ADDRESS_000001105,CUSTOMER_000000953,BUILDING_003,C403,440015
ADDRESS_000001106,CUSTOMER_000000953,BUILDING_005,B202,440015
ADDRESS_000001107,CUSTOMER_000000954,BUILDING_007,A801,440010
ADDRESS_000001108,CUSTOMER_000000954,BUILDING_002,B602,440015
ADDRESS_000001109,CUSTOMER_000000955,BUILDING_001,A402,440015
ADDRESS_000001110,CUSTOMER_000000955,BUILDING_007,A402,440010
ADDRESS_000001111,CUSTOMER_000000956,BUILDING_001,A504,440015
ADDRESS_000001112,CUSTOMER_000000956,BUILDING_001,A402,440015
ADDRESS_000001113,CUSTOMER_000000957,BUILDING_004,A304,440015
ADDRESS_000001114,CUSTOMER_000000957,BUILDING_006,A902,440015
ADDRESS_000001115,CUSTOMER_000000958,BUILDING_006,A903,440015
ADDRESS_000001116,CUSTOMER_000000958,BUILDING_009,A504,380009
ADDRESS_000001117,CUSTOMER_000000959,BUILDING_010,A901,560066
ADDRESS_000001118,CUSTOMER_000000959,BUILDING_001,A201,440015
ADDRESS_000001119,CUSTOMER_000000960,BUILDING_001,A704,440015
ADDRESS_000001120,CUSTOMER_000000960,BUILDING_009,A701,380009
ADDRESS_000001121,CUSTOMER_000000961,BUILDING_008,A804,411038
ADDRESS_000001122,CUSTOMER_000000961,BUILDING_008,A404,411038
ADDRESS_000001123,CUSTOMER_000000962,BUILDING_005,B504,440015
ADDRESS_000001124,CUSTOMER_000000962,BUILDING_004,A501,440015
ADDRESS_000001125,CUSTOMER_000000963,BUILDING_006,A401,440015
ADDRESS_000001126,CUSTOMER_000000963,BUILDING_003,C402,440015
ADDRESS_000001127,CUSTOMER_000000964,BUILDING_005,B404,440015
ADDRESS_000001128,CUSTOMER_000000964,BUILDING_001,A301,440015
ADDRESS_000001129,CUSTOMER_000000965,BUILDING_006,A703,440015
