id,order_id,shipment_status,shipped_date,delivered_date
ORDER_000002428_SHIPMENT,ORDER_000002428,DELIVERED,2026-09-23T03:06:41,2026-09-28T10:06:41
ORDER_000002429_SHIPMENT,ORDER_000002429,DELIVERED,2026-10-13T14:12:14,2026-10-17T03:12:14
ORDER_000002430_SHIPMENT,ORDER_000002430,DELIVERED,2026-06-13T01:54:44,2026-06-17T15:54:44
ORDER_000002431_SHIPMENT,ORDER_000002431,DELIVERED,2026-07-07T11:08:40,2026-07-10T10:08:40
ORDER_000002432_SHIPMENT,ORDER_000002432,IN_TRANSIT,2026-10-02T22:49:54,
ORDER_000002433_SHIPMENT,ORDER_000002433,DELIVERED,2026-01-11T13:17:02,2026-01-17T12:17:02
ORDER_000002434_SHIPMENT,ORDER_000002434,DELIVERED,2026-07-03T11:28:13,2026-07-04T07:28:13
ORDER_000002435_SHIPMENT,ORDER_000002435,PROCESSING,,
ORDER_000002436_SHIPMENT,ORDER_000002436,DELIVERED,2026-08-21T05:29:43,2026-08-24T04:29:43
ORDER_000002437_SHIPMENT,ORDER_000002437,IN_TRANSIT,2026-07-16T04:27:49,
ORDER_000002438_SHIPMENT,ORDER_000002438,PROCESSING,,
ORDER_000002439_SHIPMENT,ORDER_000002439,DELIVERED,2026-10-11T12:58:39,2026-10-13T01:58:39
ORDER_000002440_SHIPMENT,ORDER_000002440,DELIVERED,2026-02-14T21:05:49,2026-02-18T08:05:49
ORDER_000002441_SHIPMENT,ORDER_000002441,IN_TRANSIT,2026-11-16T17:16:35,
ORDER_000002442_SHIPMENT,ORDER_000002442,PROCESSING,,
ORDER_000002443_SHIPMENT,ORDER_000002443,DELIVERED,2026-07-23T16:30:53,2026-07-24T09:30:53
ORDER_000002444_SHIPMENT,ORDER_000002444,PROCESSING,,
ORDER_000002445_SHIPMENT,ORDER_000002445,DELIVERED,2026-11-21T09:38:03,2026-11-23T18:38:03
ORDER_000002446_SHIPMENT,ORDER_000002446,DELIVERED,2026-04-04T17:16:56,2026-04-11T17:16:56
ORDER_000002447_SHIPMENT,ORDER_000002447,DELIVERED,2026-02-05T16:41:45,2026-02-12T14:41:45
ORDER_000002448_SHIPMENT,ORDER_000002448,PROCESSING,,
ORDER_000002449_SHIPMENT,ORDER_000002449,DELIVERED,2026-09-24T09:23:57,2026-09-26T08:23:57
ORDER_000002450_SHIPMENT,ORDER_000002450,DELIVERED,2026-11-05T06:18:36,2026-11-10T20:18:36
ORDER_000002451_SHIPMENT,ORDER_000002451,DELIVERED,2026-10-03T10:06:25,2026-10-05T16:06:25
ORDER_000002452_SHIPMENT,ORDER_000002452,DELIVERED,2026-06-09T08:49:07,2026-06-11T15:49:07
ORDER_000002453_SHIPMENT,ORDER_000002453,PROCESSING,,
ORDER_000002454_SHIPMENT,ORDER_000002454,DELIVERED,2026-09-20T15:53:04,2026-09-23T03:53:04
ORDER_000002455_SHIPMENT,ORDER_000002455,DELIVERED,2026-12-30T00:10:30,2027-01-01T16:10:30
ORDER_000002456_SHIPMENT,ORDER_000002456,DELIVERED,2026-08-21T18:57:02,2026-08-24T02:57:02
ORDER_000002457_SHIPMENT,ORDER_000002457,DELIVERED,2026-07-09T14:17:52,2026-07-11T12:17:52
ORDER_000002458_SHIPMENT,ORDER_000002458,PROCESSING,,
ORDER_000002459_SHIPMENT,ORDER_000002459,PROCESSING,,
ORDER_000002460_SHIPMENT,ORDER_000002460,DELIVERED,2026-04-06T03:42:54,2026-04-06T21:42:54
ORDER_000002461_SHIPMENT,ORDER_000002461,IN_TRANSIT,2026-03-22T03:05:53,
ORDER_000002462_SHIPMENT,ORDER_000002462,PROCESSING,,
ORDER_000002463_SHIPMENT,ORDER_000002463,DELIVERED,2026-09-08T20:40:12,2026-09-15T01:40:12
ORDER_000002464_SHIPMENT,ORDER_000002464,DELIVERED,2026-09-03T12:39:55,2026-09-08T11:39:55
ORDER_000002465_SHIPMENT,ORDER_000002465,DELIVERED,2026-03-31T15:04:10,2026-04-07T06:04:10
ORDER_000002466_SHIPMENT,ORDER_000002466,DELIVERED,2026-02-28T16:35:33,2026-03-02T12:35:33
ORDER_000002467_SHIPMENT,ORDER_000002467,DELIVERED,2026-02-28T22:22:19,2026-03-03T13:22:19
ORDER_000002468_SHIPMENT,ORDER_000002468,PROCESSING,,
ORDER_000002469_SHIPMENT,ORDER_000002469,PROCESSING,,
ORDER_000002470_SHIPMENT,ORDER_000002470,DELIVERED,2026-04-05T23:56:13,2026-04-11T03:56:13
ORDER_000002471_SHIPMENT,ORDER_000002471,DELIVERED,2026-03-26T11:56:17,2026-04-01T08:56:17
ORDER_000002472_SHIPMENT,ORDER_000002472,IN_TRANSIT,2026-02-07T16:05:24,
ORDER_000002473_SHIPMENT,ORDER_000002473,DELIVERED,2026-02-09T09:38:35,2026-02-10T11:38:35
ORDER_000002474_SHIPMENT,ORDER_000002474,IN_TRANSIT,2026-11-19T01:26:19,
ORDER_000002475_SHIPMENT,ORDER_000002475,DELIVERED,2026-09-16T17:24:17,2026-09-22T07:24:17
ORDER_000002476_SHIPMENT,ORDER_000002476,DELIVERED,2026-04-29T22:33:08,2026-05-03T07:33:08
ORDER_000002477_SHIPMENT,ORDER_000002477,PROCESSING,,
ORDER_000002478_SHIPMENT,ORDER_000002478,DELIVERED,2026-02-22T00:43:28,2026-02-25T09:43:28
ORDER_000002479_SHIPMENT,ORDER_000002479,PROCESSING,,
ORDER_000002480_SHIPMENT,ORDER_000002480,PROCESSING,,
ORDER_000002481_SHIPMENT,ORDER_000002481,DELIVERED,2026-11-16T11:43:46,2026-11-17T18:43:46
ORDER_000002482_SHIPMENT,ORDER_000002482,PROCESSING,,
ORDER_000002483_SHIPMENT,ORDER_000002483,DELIVERED,2026-10-29T10:16:24,2026-11-02T04:16:24
ORDER_000002484_SHIPMENT,ORDER_000002484,DELIVERED,2026-12-07T22:45:48,2026-12-13T18:45:48
ORDER_000002485_SHIPMENT,ORDER_000002485,DELIVERED,2026-07-11T13:07,2026-07-15T21:07
ORDER_000002486_SHIPMENT,ORDER_000002486,DELIVERED,2026-05-23T22:31:38,2026-05-30T17:31:38
ORDER_000002487_SHIPMENT,ORDER_000002487,DELIVERED,2026-12-24T19:36:32,2026-12-27T04:36:32
ORDER_000002488_SHIPMENT,ORDER_000002488,DELIVERED,2026-09-01T14:28:56,2026-09-05T07:28:56
ORDER_000002489_SHIPMENT,ORDER_000002489,DELIVERED,2026-03-11T12:07:35,2026-03-17T18:07:35
ORDER_000002490_SHIPMENT,ORDER_000002490,PROCESSING,,
ORDER_000002491_SHIPMENT,ORDER_000002491,DELIVERED,2026-05-21T03:12:31,2026-05-22T11:12:31
ORDER_000002492_SHIPMENT,ORDER_000002492,IN_TRANSIT,2026-07-31T17:12:08,
ORDER_000002493_SHIPMENT,ORDER_000002493,DELIVERED,2026-01-08T09:08:40,2026-01-14T08:08:40
ORDER_000002494_SHIPMENT,ORDER_000002494,DELIVERED,2026-04-15T23:06:46,2026-04-22T06:06:46
ORDER_000002495_SHIPMENT,ORDER_000002495,IN_TRANSIT,2026-10-05T06:58:41,
ORDER_000002496_SHIPMENT,ORDER_000002496,DELIVERED,2026-08-21T00:02:48,2026-08-25T06:02:48
ORDER_000002497_SHIPMENT,ORDER_000002497,DELIVERED,2026-10-04T16:33:35,2026-10-05T18:33:35
ORDER_000002498_SHIPMENT,ORDER_000002498,DELIVERED,2026-09-04T22:33:22,2026-09-08T06:33:22
ORDER_000002499_SHIPMENT,ORDER_000002499,PROCESSING,,
ORDER_000002500_SHIPMENT,ORDER_000002500,IN_TRANSIT,2026-08-15T13:07:54,
ORDER_000002501_SHIPMENT,ORDER_000002501,IN_TRANSIT,2026-12-22T02:51:25,
ORDER_000002502_SHIPMENT,ORDER_000002502,DELIVERED,2026-06-04T00:04:13,2026-06-09T22:04:13
ORDER_000002503_SHIPMENT,ORDER_000002503,PROCESSING,,
ORDER_000002504_SHIPMENT,ORDER_000002504,PROCESSING,,
ORDER_000002505_SHIPMENT,ORDER_000002505,PROCESSING,,
ORDER_000002506_SHIPMENT,ORDER_000002506,DELIVERED,2026-07-17T19:35:03,2026-07-19T16:35:03
ORDER_000002507_SHIPMENT,ORDER_000002507,DELIVERED,2026-07-11T17:38:56,2026-07-15T02:38:56
ORDER_000002508_SHIPMENT,ORDER_000002508,IN_TRANSIT,2026-04-27T06:16:37,
ORDER_000002509_SHIPMENT,ORDER_000002509,PROCESSING,,
ORDER_000002510_SHIPMENT,ORDER_000002510,PROCESSING,,
ORDER_000002511_SHIPMENT,ORDER_000002511,DELIVERED,2026-09-27T17:22:15,2026-09-30T00:22:15
ORDER_000002512_SHIPMENT,ORDER_000002512,IN_TRANSIT,2026-07-16T13:42:31,
ORDER_000002513_SHIPMENT,ORDER_000002513,PROCESSING,,
ORDER_000002514_SHIPMENT,ORDER_000002514,DELIVERED,2026-08-20T02:15:52,2026-08-26T14:15:52
ORDER_000002515_SHIPMENT,ORDER_000002515,DELIVERED,2026-03-05T20:30:17,2026-03-10T01:30:17
ORDER_000002516_SHIPMENT,ORDER_000002516,PROCESSING,,
ORDER_000002517_SHIPMENT,ORDER_000002517,DELIVERED,2026-12-13T21:02:07,2026-12-16T03:02:07
ORDER_000002518_SHIPMENT,ORDER_000002518,PROCESSING,,
ORDER_000002519_SHIPMENT,ORDER_000002519,PROCESSING,,
ORDER_000002520_SHIPMENT,ORDER_000002520,DELIVERED,2026-02-05T09:33,2026-02-11T07:33
ORDER_000002521_SHIPMENT,ORDER_000002521,DELIVERED,2026-02-14T08:52:05,2026-02-15T01:52:05
ORDER_000002522_SHIPMENT,ORDER_000002522,PROCESSING,,
ORDER_000002523_SHIPMENT,ORDER_000002523,PROCESSING,,
ORDER_000002524_SHIPMENT,ORDER_000002524,IN_TRANSIT,2026-05-19T06:14:01,
ORDER_000002525_SHIPMENT,ORDER_000002525,IN_TRANSIT,2026-10-15T12:53:15,
ORDER_000002526_SHIPMENT,ORDER_000002526,PROCESSING,,
ORDER_000002527_SHIPMENT,ORDER_000002527,DELIVERED,2026-08-13T09:27:30,2026-08-18T22:27:30
ORDER_000002528_SHIPMENT,ORDER_000002528,DELIVERED,2026-11-24T01:51:41,2026-11-29T07:51:41
ORDER_000002529_SHIPMENT,ORDER_000002529,DELIVERED,2026-01-13T15:09:03,2026-01-19T08:09:03
ORDER_000002530_SHIPMENT,ORDER_000002530,IN_TRANSIT,2026-03-16T18:31:54,
ORDER_000002531_SHIPMENT,ORDER_000002531,IN_TRANSIT,2026-11-29T22:28:08,
ORDER_000002532_SHIPMENT,ORDER_000002532,DELIVERED,2026-03-25T15:38:02,2026-03-27T23:38:02
ORDER_000002533_SHIPMENT,ORDER_000002533,DELIVERED,2026-02-19T07:13:28,2026-02-20T10:13:28
ORDER_000002534_SHIPMENT,ORDER_000002534,DELIVERED,2026-10-02T01:49:10,2026-10-03T10:49:10
ORDER_000002535_SHIPMENT,ORDER_000002535,PROCESSING,,
ORDER_000002536_SHIPMENT,ORDER_000002536,PROCESSING,,
ORDER_000002537_SHIPMENT,ORDER_000002537,DELIVERED,2026-10-14T19:32:02,2026-10-18T10:32:02
ORDER_000002538_SHIPMENT,ORDER_000002538,DELIVERED,2026-01-29T20:24:17,2026-01-30T13:24:17
ORDER_000002539_SHIPMENT,ORDER_000002539,PROCESSING,,
ORDER_000002540_SHIPMENT,ORDER_000002540,IN_TRANSIT,2026-06-25T03:30:38,
ORDER_000002541_SHIPMENT,ORDER_000002541,PROCESSING,,
ORDER_000002542_SHIPMENT,ORDER_000002542,PROCESSING,,
ORDER_000002543_SHIPMENT,ORDER_000002543,PROCESSING,,
ORDER_000002544_SHIPMENT,ORDER_000002544,DELIVERED,2026-10-06T04:06:27,2026-10-11T12:06:27
ORDER_000002545_SHIPMENT,ORDER_000002545,PROCESSING,,
ORDER_000002546_SHIPMENT,ORDER_000002546,DELIVERED,2026-02-28T12:09:42,2026-03-04T20:09:42
ORDER_000002547_SHIPMENT,ORDER_000002547,DELIVERED,2026-01-10T13:38:33,2026-01-11T06:38:33
ORDER_000002548_SHIPMENT,ORDER_000002548,IN_TRANSIT,2026-08-29T22:10:14,
ORDER_000002549_SHIPMENT,ORDER_000002549,DELIVERED,2026-03-17T22:11:17,2026-03-20T14:11:17
ORDER_000002550_SHIPMENT,ORDER_000002550,DELIVERED,2026-09-02T21:26:28,2026-09-04T08:26:28
ORDER_000002551_SHIPMENT,ORDER_000002551,PROCESSING,,
ORDER_000002552_SHIPMENT,ORDER_000002552,PROCESSING,,
ORDER_000002553_SHIPMENT,ORDER_000002553,DELIVERED,2026-02-19T02:26:01,2026-02-20T16:26:01
ORDER_000002554_SHIPMENT,ORDER_000002554,DELIVERED,2026-01-28T23:26:49,2026-02-02T02:26:49
ORDER_000002555_SHIPMENT,ORDER_000002555,DELIVERED,2026-10-14T03:26:33,2026-10-16T03:26:33
ORDER_000002556_SHIPMENT,ORDER_000002556,IN_TRANSIT,2026-10-30T16:10:01,
ORDER_000002557_SHIPMENT,ORDER_000002557,DELIVERED,2026-04-09T04:29:38,2026-04-12T17:29:38
ORDER_000002558_SHIPMENT,ORDER_000002558,PROCESSING,,
ORDER_000002559_SHIPMENT,ORDER_000002559,PROCESSING,,
ORDER_000002560_SHIPMENT,ORDER_000002560,DELIVERED,2026-07-25T04:22:45,2026-08-01T02:22:45
ORDER_000002561_SHIPMENT,ORDER_000002561,PROCESSING,,
ORDER_000002562_SHIPMENT,ORDER_000002562,PROCESSING,,
ORDER_000002563_SHIPMENT,ORDER_000002563,DELIVERED,2026-10-23T13:52:43,2026-10-25T08:52:43
ORDER_000002564_SHIPMENT,ORDER_000002564,DELIVERED,2026-05-07T22:31:28,2026-05-11T09:31:28
ORDER_000002565_SHIPMENT,ORDER_000002565,DELIVERED,2026-09-10T10:50:12,2026-09-11T22:50:12
ORDER_000002566_SHIPMENT,ORDER_000002566,PROCESSING,,
ORDER_000002567_SHIPMENT,ORDER_000002567,IN_TRANSIT,2026-10-27T00:28:57,
ORDER_000002568_SHIPMENT,ORDER_000002568,DELIVERED,2026-04-18T07:46:02,2026-04-21T16:46:02
ORDER_000002569_SHIPMENT,ORDER_000002569,DELIVERED,2026-02-01T23:50:14,2026-02-05T16:50:14
ORDER_000002570_SHIPMENT,ORDER_000002570,DELIVERED,2026-08-24T11:56:56,2026-08-27T13:56:56
ORDER_000002571_SHIPMENT,ORDER_000002571,DELIVERED,2026-10-22T15:51:46,2026-10-24T02:51:46
ORDER_000002572_SHIPMENT,ORDER_000002572,PROCESSING,,
ORDER_000002573_SHIPMENT,ORDER_000002573,DELIVERED,2026-01-18T14:00:19,2026-01-20T03:00:19
ORDER_000002574_SHIPMENT,ORDER_000002574,DELIVERED,2026-08-27T09:28:19,2026-09-02T18:28:19
ORDER_000002575_SHIPMENT,ORDER_000002575,DELIVERED,2026-11-24T19:48:37,2026-11-28T04:48:37
ORDER_000002576_SHIPMENT,ORDER_000002576,DELIVERED,2026-05-30T06:55:58,2026-05-31T08:55:58
ORDER_000002577_SHIPMENT,ORDER_000002577,PROCESSING,,
ORDER_000002578_SHIPMENT,ORDER_000002578,DELIVERED,2026-01-30T21:41:12,2026-02-03T03:41:12
ORDER_000002579_SHIPMENT,ORDER_000002579,DELIVERED,2026-02-03T14:35:43,2026-02-05T10:35:43
ORDER_000002580_SHIPMENT,ORDER_000002580,DELIVERED,2026-05-18T20:11:28,2026-05-21T22:11:28
ORDER_000002581_SHIPMENT,ORDER_000002581,DELIVERED,2026-02-27T01:12:05,2026-03-04T02:12:05
ORDER_000002582_SHIPMENT,ORDER_000002582,DELIVERED,2026-05-01T01:55:34,2026-05-04T22:55:34
ORDER_000002583_SHIPMENT,ORDER_000002583,DELIVERED,2026-09-15T18:19:47,2026-09-17T00:19:47
ORDER_000002584_SHIPMENT,ORDER_000002584,DELIVERED,2026-10-09T07:38:37,2026-10-10T05:38:37
ORDER_000002585_SHIPMENT,ORDER_000002585,DELIVERED,2026-09-10T04:14:10,2026-09-15T05:14:10
ORDER_000002586_SHIPMENT,ORDER_000002586,DELIVERED,2026-12-14T12:22:38,2026-12-19T23:22:38
ORDER_000002587_SHIPMENT,ORDER_000002587,DELIVERED,2026-05-16T21:53:27,2026-05-23T14:53:27
ORDER_000002588_SHIPMENT,ORDER_000002588,DELIVERED,2027-01-03T13:50:19,2027-01-05T23:50:19
ORDER_000002589_SHIPMENT,ORDER_000002589,PROCESSING,,
ORDER_000002590_SHIPMENT,ORDER_000002590,IN_TRANSIT,2026-05-22T11:10:40,
ORDER_000002591_SHIPMENT,ORDER_000002591,IN_TRANSIT,2026-02-06T11:26:54,
ORDER_000002592_SHIPMENT,ORDER_000002592,IN_TRANSIT,2026-04-03T04:24:37,
ORDER_000002593_SHIPMENT,ORDER_000002593,IN_TRANSIT,2026-07-25T04:15:11,
ORDER_000002594_SHIPMENT,ORDER_000002594,DELIVERED,2026-11-12T11:24:29,2026-11-17T15:24:29
ORDER_000002595_SHIPMENT,ORDER_000002595,DELIVERED,2026-03-05T14:57:02,2026-03-06T13:57:02
ORDER_000002596_SHIPMENT,ORDER_000002596,DELIVERED,2026-01-31T07:11:17,2026-02-03T20:11:17
ORDER_000002597_SHIPMENT,ORDER_000002597,IN_TRANSIT,2026-10-22T20:24:52,
ORDER_000002598_SHIPMENT,ORDER_000002598,PROCESSING,,
ORDER_000002599_SHIPMENT,ORDER_000002599,DELIVERED,2026-04-18T06:15:13,2026-04-23T12:15:13
ORDER_000002600_SHIPMENT,ORDER_000002600,PROCESSING,,
ORDER_000002601_SHIPMENT,ORDER_000002601,PROCESSING,,
ORDER_000002602_SHIPMENT,ORDER_000002602,DELIVERED,2026-12-26T14:21:08,2026-12-27T07:21:08
ORDER_000002603_SHIPMENT,ORDER_000002603,DELIVERED,2026-04-06T04:40:46,2026-04-08T05:40:46
ORDER_000002604_SHIPMENT,ORDER_000002604,IN_TRANSIT,2026-10-27T08:55:43,
ORDER_000002605_SHIPMENT,ORDER_000002605,DELIVERED,2026-11-21T18:52:44,2026-11-26T20:52:44
ORDER_000002606_SHIPMENT,ORDER_000002606,DELIVERED,2026-02-21T09:11:38,2026-02-25T04:11:38
ORDER_000002607_SHIPMENT,ORDER_000002607,PROCESSING,,
ORDER_000002608_SHIPMENT,ORDER_000002608,DELIVERED,2026-11-11T15:03:37,2026-11-15T03:03:37
ORDER_000002609_SHIPMENT,ORDER_000002609,PROCESSING,,
ORDER_000002610_SHIPMENT,ORDER_000002610,DELIVERED,2026-11-07T22:01:13,2026-11-08T21:01:13
ORDER_000002611_SHIPMENT,ORDER_000002611,DELIVERED,2026-02-17T23:13:24,2026-02-23T22:13:24
ORDER_000002612_SHIPMENT,ORDER_000002612,DELIVERED,2026-03-12T14:53:19,2026-03-19T00:53:19
ORDER_000002613_SHIPMENT,ORDER_000002613,DELIVERED,2026-08-02T23:35:50,2026-08-06T09:35:50
ORDER_000002614_SHIPMENT,ORDER_000002614,IN_TRANSIT,2026-11-03T09:28:27,
ORDER_000002615_SHIPMENT,ORDER_000002615,IN_TRANSIT,2026-02-22T13:52:57,
ORDER_000002616_SHIPMENT,ORDER_000002616,PROCESSING,,
ORDER_000002617_SHIPMENT,ORDER_000002617,DELIVERED,2026-07-08T07:46:22,2026-07-11T14:46:22
ORDER_000002618_SHIPMENT,ORDER_000002618,PROCESSING,,
ORDER_000002619_SHIPMENT,ORDER_000002619,IN_TRANSIT,2026-11-03T04:49:05,
ORDER_000002620_SHIPMENT,ORDER_000002620,PROCESSING,,
ORDER_000002621_SHIPMENT,ORDER_000002621,DELIVERED,2026-01-15T16:55:09,2026-01-22T02:55:09
ORDER_000002622_SHIPMENT,ORDER_000002622,DELIVERED,2026-07-05T01:09:01,2026-07-09T02:09:01
ORDER_000002623_SHIPMENT,ORDER_000002623,DELIVERED,2026-01-23T15:52:11,2026-01-25T20:52:11
ORDER_000002624_SHIPMENT,ORDER_000002624,DELIVERED,2026-04-14T23:33:21,2026-04-21T04:33:21
ORDER_000002625_SHIPMENT,ORDER_000002625,PROCESSING,,
ORDER_000002626_SHIPMENT,ORDER_000002626,DELIVERED,2026-12-18T07:38:32,2026-12-25T03:38:32
ORDER_000002627_SHIPMENT,ORDER_000002627,DELIVERED,2026-10-09T22:52:11,2026-10-11T10:52:11
ORDER_000002628_SHIPMENT,ORDER_000002628,DELIVERED,2026-05-02T22:51:45,2026-05-06T06:51:45
ORDER_000002629_SHIPMENT,ORDER_000002629,DELIVERED,2026-06-17T16:32:18,2026-06-19T18:32:18
ORDER_000002630_SHIPMENT,ORDER_000002630,DELIVERED,2026-10-14T00:32:34,2026-10-17T10:32:34
ORDER_000002631_SHIPMENT,ORDER_000002631,DELIVERED,2026-11-24T16:31:42,2026-11-28T19:31:42
ORDER_000002632_SHIPMENT,ORDER_000002632,DELIVERED,2026-06-24T07:38:32,2026-06-26T12:38:32
ORDER_000002633_SHIPMENT,ORDER_000002633,DELIVERED,2026-03-18T05:28:09,2026-03-24T01:28:09
ORDER_000002634_SHIPMENT,ORDER_000002634,DELIVERED,2026-10-25T04:21:45,2026-10-26T18:21:45
ORDER_000002635_SHIPMENT,ORDER_000002635,DELIVERED,2026-03-15T15:37:01,2026-03-17T04:37:01
ORDER_000002636_SHIPMENT,ORDER_000002636,DELIVERED,2026-09-02T08:09:18,2026-09-08T18:09:18
ORDER_000002637_SHIPMENT,ORDER_000002637,DELIVERED,2026-05-04T21:16:31,2026-05-09T19:16:31
ORDER_000002638_SHIPMENT,ORDER_000002638,IN_TRANSIT,2026-06-18T16:12:30,
ORDER_000002639_SHIPMENT,ORDER_000002639,DELIVERED,2026-11-03T23:53:07,2026-11-10T03:53:07
ORDER_000002640_SHIPMENT,ORDER_000002640,DELIVERED,2026-04-10T18:10:13,2026-04-13T09:10:13
ORDER_000002641_SHIPMENT,ORDER_000002641,DELIVERED,2026-04-02T03:59:34,2026-04-03T01:59:34
ORDER_000002642_SHIPMENT,ORDER_000002642,DELIVERED,2026-08-19T03:08:15,2026-08-22T13:08:15
ORDER_000002643_SHIPMENT,ORDER_000002643,DELIVERED,2026-01-24T03:32:20,2026-01-30T03:32:20
ORDER_000002644_SHIPMENT,ORDER_000002644,DELIVERED,2026-02-13T05:02:07,2026-02-14T06:02:07
ORDER_000002645_SHIPMENT,ORDER_000002645,DELIVERED,2026-04-01T12:07:10,2026-04-08T12:07:10
ORDER_000002646_SHIPMENT,ORDER_000002646,DELIVERED,2026-04-26T23:24:27,2026-04-29T22:24:27
ORDER_000002647_SHIPMENT,ORDER_000002647,IN_TRANSIT,2026-02-09T21:38:26,
ORDER_000002648_SHIPMENT,ORDER_000002648,DELIVERED,2026-09-13T14:54:57,2026-09-16T20:54:57
ORDER_000002649_SHIPMENT,ORDER_000002649,IN_TRANSIT,2026-03-14T11:29:28,
ORDER_000002650_SHIPMENT,ORDER_000002650,DELIVERED,2026-11-08T13:01:10,2026-11-13T10:01:10
ORDER_000002651_SHIPMENT,ORDER_000002651,IN_TRANSIT,2026-09-08T12:44:58,
ORDER_000002652_SHIPMENT,ORDER_000002652,DELIVERED,2026-05-24T03:45:42,2026-05-28T14:45:42
ORDER_000002653_SHIPMENT,ORDER_000002653,DELIVERED,2026-12-03T12:44:31,2026-12-06T19:44:31
ORDER_000002654_SHIPMENT,ORDER_000002654,PROCESSING,,
ORDER_000002655_SHIPMENT,ORDER_000002655,DELIVERED,2026-12-08T23:49:23,2026-12-11T17:49:23
ORDER_000002656_SHIPMENT,ORDER_000002656,IN_TRANSIT,2026-08-16T15:02:09,
ORDER_000002657_SHIPMENT,ORDER_000002657,PROCESSING,,
ORDER_000002658_SHIPMENT,ORDER_000002658,DELIVERED,2026-07-09T21:37:47,2026-07-12T09:37:47
ORDER_000002659_SHIPMENT,ORDER_000002659,DELIVERED,2026-12-08T02:56:27,2026-12-13T01:56:27
ORDER_000002660_SHIPMENT,ORDER_000002660,IN_TRANSIT,2026-05-14T14:43:37,
ORDER_000002661_SHIPMENT,ORDER_000002661,PROCESSING,,
ORDER_000002662_SHIPMENT,ORDER_000002662,PROCESSING,,
ORDER_000002663_SHIPMENT,ORDER_000002663,DELIVERED,2026-08-10T15:16:44,2026-08-11T23:16:44
ORDER_000002664_SHIPMENT,ORDER_000002664,PROCESSING,,
ORDER_000002665_SHIPMENT,ORDER_000002665,DELIVERED,2026-11-01T21:28,2026-11-03T01:28
ORDER_000002666_SHIPMENT,ORDER_000002666,PROCESSING,,
ORDER_000002667_SHIPMENT,ORDER_000002667,DELIVERED,2026-05-06T06:52:25,2026-05-10T20:52:25
ORDER_000002668_SHIPMENT,ORDER_000002668,PROCESSING,,
ORDER_000002669_SHIPMENT,ORDER_000002669,DELIVERED,2026-08-13T17:49:24,2026-08-14T08:49:24
ORDER_000002670_SHIPMENT,ORDER_000002670,IN_TRANSIT,2026-07-17T00:05:04,
ORDER_000002671_SHIPMENT,ORDER_000002671,DELIVERED,2026-08-18T20:34:58,2026-08-22T17:34:58
ORDER_000002672_SHIPMENT,ORDER_000002672,DELIVERED,2026-01-20T18:37:12,2026-01-27T04:37:12
ORDER_000002673_SHIPMENT,ORDER_000002673,DELIVERED,2026-06-05T11:22:18,2026-06-11T20:22:18
ORDER_000002674_SHIPMENT,ORDER_000002674,DELIVERED,2026-04-17T04:52:30,2026-04-21T22:52:30
ORDER_000002675_SHIPMENT,ORDER_000002675,PROCESSING,,
ORDER_000002676_SHIPMENT,ORDER_000002676,IN_TRANSIT,2026-04-13T10:22:27,
ORDER_000002677_SHIPMENT,ORDER_000002677,DELIVERED,2026-11-12T21:56:54,2026-11-19T21:56:54
ORDER_000002678_SHIPMENT,ORDER_000002678,DELIVERED,2026-08-04T04:24:55,2026-08-07T05:24:55
ORDER_000002679_SHIPMENT,ORDER_000002679,IN_TRANSIT,2026-08-23T22:07:16,
ORDER_000002680_SHIPMENT,ORDER_000002680,DELIVERED,2026-02-17T14:44:38,2026-02-22T05:44:38
ORDER_000002681_SHIPMENT,ORDER_000002681,IN_TRANSIT,2026-04-01T15:27:41,
ORDER_000002682_SHIPMENT,ORDER_000002682,PROCESSING,,
ORDER_000002683_SHIPMENT,ORDER_000002683,DELIVERED,2026-06-04T21:36:43,2026-06-09T15:36:43
ORDER_000002684_SHIPMENT,ORDER_000002684,IN_TRANSIT,2026-11-01T07:58:25,
ORDER_000002685_SHIPMENT,ORDER_000002685,PROCESSING,,
ORDER_000002686_SHIPMENT,ORDER_000002686,DELIVERED,2026-11-06T10:06:26,2026-11-09T16:06:26
ORDER_000002687_SHIPMENT,ORDER_000002687,PROCESSING,,
ORDER_000002688_SHIPMENT,ORDER_000002688,DELIVERED,2026-01-23T14:15:29,2026-01-27T21:15:29
ORDER_000002689_SHIPMENT,ORDER_000002689,PROCESSING,,
ORDER_000002690_SHIPMENT,ORDER_000002690,PROCESSING,,
ORDER_000002691_SHIPMENT,ORDER_000002691,DELIVERED,2026-11-23T14:58:34,2026-11-30T08:58:34
ORDER_000002692_SHIPMENT,ORDER_000002692,DELIVERED,2026-08-07T16:38:02,2026-08-09T05:38:02
ORDER_000002693_SHIPMENT,ORDER_000002693,IN_TRANSIT,2026-02-11T11:01:09,
ORDER_000002694_SHIPMENT,ORDER_000002694,DELIVERED,2026-11-27T19:03:45,2026-11-30T11:03:45
ORDER_000002695_SHIPMENT,ORDER_000002695,DELIVERED,2026-12-26T02:03:38,2026-12-28T02:03:38
ORDER_000002696_SHIPMENT,ORDER_000002696,PROCESSING,,
ORDER_000002697_SHIPMENT,ORDER_000002697,DELIVERED,2026-06-11T02:49:59,2026-06-13T07:49:59
ORDER_000002698_SHIPMENT,ORDER_000002698,DELIVERED,2026-06-19T23:09:03,2026-06-25T16:09:03
